siret,siren,nom_établissement,nom_entreprise,sigle,siège,effectif,effectifs,date_des_effectifs,chiffre_daffaires,code_naf,libellé_naf,catégorie_naf,date_création,date_fermeture,état_administratif,forme_juridique,microentreprise,taille_dentreprise,ess,subventions,procédure_collective,zonages,local_occupé,diffusible,numéro,voie,code_postal,commune,activités_réelles_et_filières,zones_géographiques,mots-clés,commentaires,effectifs.1
32738980500026,327389805,,ASSOC TENNIS DE CLAIX,,oui,2,2 salariés,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1988-12-07,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,6,CHEMIN DE RISSET,38640,Claix,,,,,1 ou 2 salarié(e)s
85029702900017,850297029,,ASSOCIATION ALYL,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2019-03-25,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - DA00262136 - SAS ""parcours et accompagnement personnalisé vers l'emploi durable"" - 15000 €

P147 - 2023 - Cité de l’emploi - Développer le lien à l'entreprise - 13000 €

P147 - 2023 - DA00191193 - SAS parcours et accompagnement personnalisé vers l'emploi durable - 15000 €

P147 - 2022 - SAS Parcours de retour vers l'emploi - 15000 €

P147 - 2021 - SAS ""retour vers l'emploi pérenne"" - 10000 €

P147 - 2020 - Le sas, parcours de retour direct en emploi pour les publics de QPV - 10000 €",non,Sud Isère (Territoire d'industrie),,oui,30,RUE DES TREMBLES,38100,Grenoble,,,Acteurs création d'activités,,
53031134900027,530311349,,ASSOCIATION ALYSIA,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,96.09Z,Autres services personnels n.c.a.,Autres services personnels n.c.a.,2016-06-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,2,IMPASSE DU DAUPHINE,38600,Fontaine,,,,,
40416999700081,404169997,,ASSOCIATION CEMEA RHONE ALPES,,oui,19-21,10 à 19 salarié(e)s,2025.0,Données indisponibles,85.59A,Formation continue d'adultes,Enseignements divers,2012-11-17,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,3,COURS SAINT - ANDRE,38800,Le Pont-de-Claix,,,,,
53528026700027,535280267,,ASSOCIATION CLEF,,oui,25-27,20 à 49 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2017-10-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,2,RUE HENRI DING,38000,Grenoble,,,,,
78968621900013,789686219,,ASSOCIATION DE GESTION DU DOMAINE DE SASSENAGE,,oui,2,2 salariés,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2012-09-17,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,ALLEE DU CHATEAU CHATEAU DE SASSENAGE,38360,Sassenage,,,,,1 ou 2 salarié(e)s
84059993000558,840599930,,ASSOCIATION DE MOYENS ASSURANCE DE PERSONNES,,non,8,6 à 9 salarié(e)s,2025.0,Données indisponibles,66.29Z,Autres activités auxiliaires d'assurance et de caisses de retraite,Autres activités auxiliaires d'assurance et de caisses de retraite,2018-09-01,,Actif,Association loi 1901 ou assimilé,non,GE,oui,,non,Sud Isère (Territoire d'industrie),,oui,10,AVENUE DOYEN LOUIS WEIL,38000,Grenoble,,,,,
84060000100704,840600001,,ASSOCIATION DE MOYENS RETRAITE COMPLEMENTAIRE,,non,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,84.30B,Gestion des retraites complémentaires,Sécurité sociale obligatoire,2018-09-01,,Actif,Association loi 1901 ou assimilé,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,10,AVENUE DOYEN LOUIS WEIL,38000,Grenoble,,,,,
92475205800017,924752058,,ASSOCIATION DENTAIRE JEAN JAURES,,oui,11,10 à 19 salarié(e)s,2025.0,Données indisponibles,86.23Z,Pratique dentaire,Pratique dentaire,2024-02-16,,Actif,Association loi 1901 ou assimilé,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,55,COURS JEAN JAURES,38000,Grenoble,,,,,
51437974200026,514379742,,ASSOCIATION DEPARTEMENTALE DE GESTION ET DE PROMOTION DU DISPOSITIF E2C EN ISERE,,oui,15,10 à 19 salarié(e)s,2025.0,Données indisponibles,94.12Z,Activités des organisations professionnelles,Activités des organisations professionnelles,2012-10-26,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - DA00296700 - E2C délocalisée CAPI - 26542 €

P147 - 2024 - Au sommet de mon projet - DA00259991 - 5000 €

P147 - 2024 - DA00264111 - 3 semaines pour parler de discrimination - 2000 €

P147 - 2024 - Femmes et Sport : un tremplin vers l'insertion - DA00260006 - 5000 €

P147 - 2024 - Parcours spécialisés : une offre de formation innovante et complémentaire - DA00261273 - 8000 €

P147 - 2024 - DA00260047 -  2024 - 38 - CC Entre Bièvre et Rhône - L'E2C délocalisée - ASSOCIATION DEPAR - 7000 €

P147 - 2024 - DA00260029 - 2024 - 38 - CA Vienne Condrieu - Engagement et citoyenneté - ASSOCIATION DEPA - 5000 €

P147 - 2024 - Soutien au dispositif Ecole de la 2ème Chance déployée en Isère à destination des publics - 34375 €

P147 - 2023 - E2C 38 - 34375 €

P147 - 2023 - DA00195351 - Handicapable : une place pour chacun vers l'emploi - 6000 €

P147 - 2023 - DA00195341 - L'E2C délocalisée - 7000 €

P147 - 2023 - DA00195344 - Engagement et citoyenneté - 5000 €

P147 - 2023 - DA00192080 - Ramer, Se dépasser, S'insérer - 6000 €

P147 - 2023 - DA00192078 - Femmes et Sport : un tremplin vers l'insertion - 5000 €

P147 - 2022 - E2C 38 - 34375 €

P147 - 2022 - 2022 - 38 - CA Viennagglo - Engagement et citoyenneté - ASSOCIATION DEPARTEMENTALE DE GEST - 5000 €

P147 - 2022 - Rallye Emploi - 3000 €

P147 - 2021 - Ecole de la deuxième chance de l'Isère - 43750 €

P147 - 2021 - Cité éducative : prépa’cité pour un parcours spécialisé vers l’alternance - 20000 €

P147 - 2020 - Cité éducative : Prépa’cité pour un parcours spécialisé vers l’alternance - 25000 €

P147 - 2020 - 2020 - Soutien au dispositif Ecole de la 2ème Chance déployée en Isère à destination des p - 43750 €

P147 - 2020 - Parler Pro ! L’apprentissage du français au service du projet professionnel - 6000 €",non,Sud Isère (Territoire d'industrie),,oui,8,RUE AIME PUPIN,38100,Grenoble,,,,,
32655514100026,326555141,,ASSOCIATION DEPARTEMENTALE DES FRANCAS DE L'ISERE,,oui,12,10 à 19 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2013-07-29,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2022 - C'EST MON PATRIMOINE - ASSOCIATION DEPARTEMENTALE DES FRANCAS DE L'ISERE - 2000 €

P147 - 2021 - 2021 C'EST MON PATRIMOINE - ASSOCIATION DEPARTEMENTALE DES FRANCAS DE L'ISERE - 1500 €",non,Sud Isère (Territoire d'industrie),,oui,13,RUE DE L’ABBE VINCENT Z.A. ARTIS,38600,Fontaine,,,,,
32796362500014,327963625,,ASSOCIATION DES IMMIGRES ITALIENS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1975-10-10,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,77,RUE SAINT LAURENT,38000,Grenoble,,,,,
84186213900018,841862139,,ASSOCIATION DIAGONALE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,85.52Z,Enseignement culturel,Enseignement culturel,2018-07-31,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,5,RUE GEORGES JACQUET,38000,Grenoble,,,,,
77955573900019,779555739,,ASSOCIATION DU CENTRE SOCIAL CHORIER BERRIAT,,oui,14,10 à 19 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,1900-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,10,RUE HENRY LE CHATELIER,38000,Grenoble,,,,,
39410157000080,394101570,,ASSOCIATION ENVIE RHONE-ALPES,,non,28-30,20 à 49 salarié(e)s,2025.0,Données indisponibles,33.13Z,Réparation de matériels électroniques et optiques,Réparation de matériels électroniques et optiques,2023-05-01,,Actif,Association loi 1901 ou assimilé,non,ETI,oui,,non,Sud Isère (Territoire d'industrie),,oui,549,AVENUE DES JEUX OLYMPIQUES,38100,Grenoble,,,,,
30604199700058,306041997,,ASSOCIATION FAMILIALE DE ST EGREVE,,oui,22-24,20 à 49 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2010-10-20,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,33,AVENUE DE L'EUROPE,38120,Saint-Égrève,,,,,
79376766600019,793767666,,ASSOCIATION FRANCE DIGUES,,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2013-05-22,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,2,CHEMIN DES MARRONNIERS,38100,Grenoble,,,,,
33058256000042,330582560,,ASSOCIATION GIERES TENNIS,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,2005-09-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE DES SPORTS,38610,Gières,,,,,
44234754800020,442347548,,ASSOCIATION HISTOIRES DE ...,,oui,2,2 salariés,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2013-02-26,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - DA00257191 - ""Mon quartier dans ma ville"" Mistral/Lys rouge/Capitaine Camine - 3000 €

P147 - 2024 - QE – 2024 Programme d'animations estivales - DA00285682 - 2000 €

P147 - 2024 - 2024 - C'est mon patrimoine : Grésivaudan au fil de l'eau.... - Devenir Incoll'Alpes - 3000 €

P147 - 2024 - DA00257185 - Ma ville décodée en images - 3000 €

P147 - 2023 - DA00190514 - ""Mon quartier dans ma ville"" Mistral, Lys Rouge, Capitaine Camine, Eaux-Clair - 3000 €

P147 - 2023 - DA00231335 - Quartier d’été 2023 - Programme d’animations estivales - 4000 €

P147 - 2023 - 2023 - Archéo animé ! au musée Archéologique de Grenoble - C'est mon Patrimoine - HISTOIRE - 5000 €

P147 - 2023 - DA00190517 - Ma ville décodée en images - 3000 €

P147 - 2023 - DA00190516 - Se prendre au jeu des quartiers ! Abbaye, Jouhaux, Châtelet, Teisseire, Malhe - 2000 €

P147 - 2022 - Quartiers d’été 2022 – QE 2022 : programme d’animations estivales - 2500 €

P147 - 2022 - Portraits au Musée Hébert - HISTOIRES DE... - 1500 €

P147 - 2022 - Ma ville décodée en images - 3000 €

P147 - 2022 - Très-Cloîtres en histoire(s) - 2000 €

P147 - 2021 - 2021  Croquons la Bastille! - HISTOIRES DE... - 1200 €

P147 - 2021 - 2021  L'écho isérois de la Révolution - HISTOIRES DE... - 1200 €

P147 - 2021 - Ma ville décodée en images - 4500 €

P147 - 2020 - Cyanotypes des Alpes autour du Musée dauphinois - HISTOIRES DE... - 4400 €

P147 - 2020 - Ma ville décodée en images - 4500 €",non,Sud Isère (Territoire d'industrie),,oui,34B,RUE NICOLAS CHORIER,38000,Grenoble,,,,,1 ou 2 salarié(e)s
38276541000016,382765410,,ASSOCIATION JESSICA FRANCE,,oui,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,1991-07-26,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,17,AVENUE DES MARTYRS CEA - G,38000,Grenoble,,,,,
79528849700022,795288497,,ASSOCIATION LA PIROGUE,,oui,2,2 salariés,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2016-02-27,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - DA00255131 - Création de lien et de solidarité à travers le café-restaurant associatif et - 8000 €

P147 - 2023 - DA00205980 - Création de lien entre les générations et les cultures à travers lecafé-resta - 5000 €

P147 - 2022 - Création de lien entre les générations et les cultures à travers le café-restaurant associ - 4000 €

P147 - 2021 - Création de liens entre générations et inter-culturels dans le quartier de l'Abbaye - 4000 €

P147 - 2020 - Création de liens entre générations et inter-culturels dans le quartier de l'Abbaye - 4000 €",non,Sud Isère (Territoire d'industrie),,oui,1,PLACE DE LA COMMUNE DE 1871 MDH ABBAYE,38100,Grenoble,,,,,1 ou 2 salarié(e)s
47800063100026,478000631,,ASSOCIATION LA PLUME,,oui,13,10 à 19 salarié(e)s,2025.0,Données indisponibles,85.59B,Autres enseignements,Enseignements divers,2018-04-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,89,RUE GENERAL MANGIN,38100,Grenoble,,,,,
40220578500056,402205785,,ASSOCIATION LE FOURNIL,,oui,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2022-03-11,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,17,QUAI DE LA GRAILLE,38000,Grenoble,,,,,
39238672800043,392386728,,ASSOCIATION LOCALE ADMR-GRENOBLE,,oui,9,6 à 9 salarié(e)s,2025.0,Données indisponibles,88.10A,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,2002-07-08,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,6,BOULEVARD ROGER SALENGRO,38100,Grenoble,,,,,
80850409600161,808504096,,ASSOCIATION MA CHANCE MOI AUSSI,,non,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,85.60Z,Activités de soutien à l'enseignement,Activités de soutien à l'enseignement,2022-01-17,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Essarts - Surieux (QPV) ; Essarts - Surieux (QPV 2015) ; Sud Isère (Territoire d'industrie),,oui,8,PLACE DE LA CONVENTION,38130,Échirolles,,,,,
77962452700031,779624527,EHPAD LA PROVIDENCE,ASSOCIATION MARC SIMIAN ACCUEIL DES PERSONNES AGEES,,non,40-45,20 à 49 salarié(e)s,2025.0,Données indisponibles,87.10A,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,1991-12-23,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,95,ROUTE DE CHARTREUSE,38700,Corenc,,,,,
85046660800013,850466608,,ASSOCIATION MEDICALE DENTAIRE DE FONTAINE,,oui,12,10 à 19 salarié(e)s,2025.0,Données indisponibles,86.23Z,Pratique dentaire,Pratique dentaire,2019-05-02,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,105,AVENUE ARISTIDE BRIAND,38600,Fontaine,,,,,
30593300400312,305933004,UNITE GRENOBLE CAT MESSIDOR,ASSOCIATION MESSIDOR,,non,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,88.10C,Aide par le travail,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,2004-09-01,,Actif,Association loi 1901 ou assimilé,non,ETI,oui,,non,Sud Isère (Territoire d'industrie),,oui,2,RUE DE MAYENCIN,38400,Saint-Martin-d'Hères,,,,,
39250422100020,392504221,,ASSOCIATION MUSICALE DE VIF,,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,85.52Z,Enseignement culturel,Enseignement culturel,1997-10-09,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,RUE DU POLYGONE,38450,Vif,,,,,
77956039000048,779560390,,ASSOCIATION OCCE ISERE,,oui,2,2 salariés,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2007-09-13,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - DA00256838 - TOUS 1 livre - 7000 €

P147 - 2023 - Cité éducative de Grenoble - TOUS 1 livre - 14000 €

P147 - 2022 - Cite éducative de Grenoble – Tous un livre - 10000 €

P147 - 2021 - Projet "" Tous 1 livre "" - 7290 €

P147 - 2020 - Tous un livre - 7290 €",non,Sud Isère (Territoire d'industrie),,oui,5,RUE FEDERICO GARCIA LORCA,38100,Grenoble,,,,,1 ou 2 salarié(e)s
77559593700027,775595937,,ASSOCIATION OZANAM,,oui,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,87.90B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,1900-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,200,AVENUE DES VAULNAVEYS,38410,Vaulnaveys-le-Bas,,,,,
52790348800023,527903488,,ASSOCIATION REGIONALE DES CIGALES D'AUVERGNE-RHONE-ALPES,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2021-01-27,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,38,COURS BERRIAT,38000,Grenoble,,,,,
42946476100015,429464761,,ASSOCIATION SPORTIVE FONTAINE TENNIS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1999-02-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2023 - DA00192175 - Intégration d'enfants de 7 à 14 ans issus des quartiers prioritaires aux anim - 2500 €

P147 - 2022 - Intégration d'enfants de 7 à 14 ans issus des quartiers prioritaires aux animations du clu - 2000 €

P147 - 2021 - Intégration d'enfants de 7 à 14 ans issus des quartiers prioritaires aux animations du clu - 2000 €

P147 - 2020 - Intégration d'enfants de 7 à 14 ans issus des quartiers prioritaires aux animations du clu - 2000 €",non,Sud Isère (Territoire d'industrie),,oui,,PARC KARL MARX MAISON DES SPORTIFS,38600,Fontaine,,,,,
50474383200033,504743832,,ASSOCIATION STARA ZAGORA,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,2024-02-23,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,34B,RUE NICOLAS CHORIER ATELIER BOBINE,38000,Grenoble,,,,,
52098186100013,520981861,,ASSOCIATION TERRE ET MATIERE CREATION,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,93.29Z,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,2008-12-18,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,27,RUE DE LA POSTE,38400,Saint-Martin-d'Hères,,,,,
33329526900067,333295269,,ASSOCIATION VISAS,,oui,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,55.20Z,Hébergement touristique et autre hébergement de courte durée,Hébergement touristique et autre hébergement de courte durée,1996-05-10,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,54,BOULEVARD MARECHAL FOCH,38000,Grenoble,,,,,
79259929200077,792599292,KRYS VIF,ASSOCIE UNIQUE BNP OPTIC,ASSOCIE UNIQUE,non,1,1 ou 2 salarié(e)s,2025.0,Entre 0 et 5 000 €,47.78A,Commerces de détail d'optique,Autre commerce de détail de biens neufs en magasin spécialisé,2024-07-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,11,PLACE DES ONZE OTAGES,38450,Vif,,,,,
79259929200044,792599292,KRYS LAFAYETTE,ASSOCIE UNIQUE BNP OPTIC,ASSOCIE UNIQUE,non,2,2 salariés,2025.0,Entre 0 et 5 000 €,47.78A,Commerces de détail d'optique,Autre commerce de détail de biens neufs en magasin spécialisé,2019-08-02,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE LAFAYETTE,38000,Grenoble,,,,,1 ou 2 salarié(e)s
